Id_Articulo|Rubro|Familia|Marca|Articulo|familiamarca 
411|ROPA PARA CABALLEROS|PANTALONES|Adidas|Buzo azul ADIDAS|PANTALONES:Adidas
412|ROPA PARA CABALLEROS|PANTALONES|Dickies|Pantalones Cargo Dickies |PANTALONES:Dickies
413|ROPA PARA CABALLEROS|PANTALONES|Levi|Blue Denim Overall |PANTALONES:Levi
414|ROPA PARA CABALLEROS|PANTALONES|Lee|Jeans Lee talla adultos|PANTALONES:Lee
415|ROPA PARA CABALLEROS|CAMISAS|Van Heusen|Camisa Van Heusen Poplin Solid |CAMISAS:Van Heusen
416|ROPA PARA CABALLEROS|CAMISAS|Geoffrey Beene|Camisa Geoffrey Beene Easy Care |CAMISAS:Geoffrey Beene
417|ROPA PARA CABALLEROS|CAMISAS|Calvin Klein|Camisa Calvin Klein Textured Barre |CAMISAS:Calvin Klein
418|ROPA PARA CABALLEROS|CAMISAS|Windsor|Camisa Windsor Spread Collar |CAMISAS:Windsor
419|ROPA PARA CABALLEROS|CAMISAS|Kenneth Cole|Camisa Kenneth Cole Reaction |CAMISAS:Kenneth Cole
420|ROPA PARA CABALLEROS|CAMISAS|Calvin Klein|Camisa mas corbata Calvin Klein Supima |CAMISAS:Calvin Klein
421|ROPA PARA CABALLEROS|CAMISAS|Benetton|Camisa mas corbata Benetton Supima |CAMISAS:Benetton
422|ROPA PARA CABALLEROS|CAMISAS|Benetton|Camisa manga corta|CAMISAS:Benetton
423|ROPA PARA CABALLEROS|CAMISAS|Lacoste|Camisa con cuello de abertura parcial |CAMISAS:Lacoste
424|ROPA PARA CABALLEROS|CAMISAS|Benetton|Camisa de punto algodón con abertura delantera parcial|CAMISAS:Benetton
425|ROPA PARA CABALLEROS|CAMISAS|Lacoste|Camisa mas corbata|CAMISAS:Lacoste
426|ROPA PARA CABALLEROS|CAMISAS|Lacoste|Camisa mas corbata Calvin Klein Supima |CAMISAS:Lacoste
427|ROPA PARA CABALLEROS|CAMISAS|Ritzy of Italy|Camisa 100% algodón|CAMISAS:Ritzy of Italy
428|ROPA PARA CABALLEROS|CAMISAS|Ritzy of Italy|Camisa mas corbata |CAMISAS:Ritzy of Italy
429|ROPA PARA CABALLEROS|CAMISAS|Ritzy of Italy|Camisa Supima |CAMISAS:Ritzy of Italy
430|ROPA PARA CABALLEROS|CAMISAS|Polo Ralph lauren|Camisa 65 % poliester / 35 % algodón|CAMISAS:Polo Ralph lauren
431|ROPA PARA CABALLEROS|CASACAS|Badger|Casaca Microfibra Badger 7618 |CASACAS:Badger
432|ROPA PARA CABALLEROS|CASACAS|Adidas|Casaca adidas Men's |CASACAS:Adidas
433|ROPA PARA CABALLEROS|CASACAS|Benetton|Pullover Katahdin cuello V|CASACAS:Benetton
434|ROPA PARA CABALLEROS|CASACAS|Lee|Casaca Denim Lee clasica|CASACAS:Lee
435|ROPA PARA CABALLEROS|CASACAS|Benetton|Casaca de cuero Benetton |CASACAS:Benetton
436|ROPA PARA CABALLEROS|CORBATAS|Gucci|Corbatas Gucci guctie104|CORBATAS:Gucci
437|ROPA PARA CABALLEROS|CORBATAS|Gucci|Corbatas Gucci de seda guctie11079|CORBATAS:Gucci
438|ROPA PARA CABALLEROS|CORBATAS|Raffaello Excellence|Corbatas Raffaello Excellence|CORBATAS:Raffaello Excellence
439|ROPA PARA CABALLEROS|CORBATAS|Gianni Versace|Corbatas Gianni Versace|CORBATAS:Gianni Versace
440|ROPA PARA CABALLEROS|CORBATAS|De Pietri|Corbatas de seda De Pietri|CORBATAS:De Pietri
441|ROPA PARA CABALLEROS|CORBATAS|De Pietri|Corbatas De Pietri|CORBATAS:De Pietri
442|ROPA PARA CABALLEROS|CORBATAS|De Pietri|Corbatas de seda De Pietri|CORBATAS:De Pietri
443|ROPA PARA CABALLEROS|CORBATAS|Van Heusen|Corbatas Poliester Van Heusen|CORBATAS:Van Heusen
444|ROPA PARA CABALLEROS|CORBATAS|Van Heusen|Corbatas Poliester Van Heusen |CORBATAS:Van Heusen
445|ROPA PARA CABALLEROS|CORBATAS|De Pietri|Corbatas Poliester De Pietri|CORBATAS:De Pietri
446|CALZADO|CALZADO DAMAS|Teva |Sandalias Teva Ulani|CALZADO DAMAS:Teva 
447|CALZADO|CALZADO DAMAS|Flip Flop|Havaianas Flip Flop|CALZADO DAMAS:Flip Flop
448|CALZADO|CALZADO DAMAS|Axxis|Botas de cuero Axxis|CALZADO DAMAS:Axxis
449|CALZADO|CALZADO DAMAS|All Star|Zapatillas  All Star |CALZADO DAMAS:All Star
450|CALZADO|CALZADO DAMAS|Cardina|Zapatos Cardina taco 7|CALZADO DAMAS:Cardina
451|CALZADO|CALZADO CABALLEROS|Cardigane|Zapatos cuero negro Cardigane|CALZADO CABALLEROS:Cardigane
452|CALZADO|CALZADO CABALLEROS|Adidas|Zapatillas Adidas|CALZADO CABALLEROS:Adidas
453|CALZADO|CALZADO CABALLEROS|Diadora|Zapatillas casuales Diadora|CALZADO CABALLEROS:Diadora
454|CALZADO|CALZADO CABALLEROS|Hi-Tech|Zapatos de gamusa Hi-Tech|CALZADO CABALLEROS:Hi-Tech
455|CALZADO|CALZADO CABALLEROS|Eurelle Clog|Pantuflas Eurelle Clog |CALZADO CABALLEROS:Eurelle Clog
456|CALZADO|CALZADO CABALLEROS|Calimod|Zapatos de cuero Calimod|CALZADO CABALLEROS:Calimod
457|CALZADO|CALZADO NIÑOS|Little Kids|Zapatillas Converse Little Kids |CALZADO NIÑOS:Little Kids
458|CALZADO|CALZADO NIÑOS|Reebok|Zapatillas Reebok Kids cuero blanco|CALZADO NIÑOS:Reebok
459|CALZADO|CALZADO NIÑOS|Rain Boot|Botas Rain Boot de colores|CALZADO NIÑOS:Rain Boot
460|CALZADO|CALZADO NIÑOS|Timberland|Botas Timberland Big Kids |CALZADO NIÑOS:Timberland
461|CALZADO|CALZADO NIÑOS|Hush Puppies|Zapatos Boys' Hush Puppies |CALZADO NIÑOS:Hush Puppies
462|CALZADO|CALZADO NIÑOS|Bubble Gummers|Sandalias Teva - Kids |CALZADO NIÑOS:Bubble Gummers
463|CALZADO|CALZADO NIÑOS|All Star|Zapatillas Infantes All Star |CALZADO NIÑOS:All Star
464|CALZADO|CALZADO NIÑOS|olympikus|Sandalias Matrix - Kids|CALZADO NIÑOS:olympikus
465|CALZADO|CALZADO NIÑOS|olympikus|Zapatillas Ranger |CALZADO NIÑOS:olympikus
466|CALZADO|CALZADO NIÑOS|Adidas|Zapatillas Campus Negras|CALZADO NIÑOS:Adidas
467|CALZADO|CALZADO NIÑOS|Adidas|Zapatillas Zamoa Rojas|CALZADO NIÑOS:Adidas
468|CALZADO|CALZADO NIÑOS|olympikus|Zapatillas Motion 234|CALZADO NIÑOS:olympikus
469|CALZADO|CALZADO NIÑOS|Rain Boot|Zapatillas Little Man|CALZADO NIÑOS:Rain Boot
470|CALZADO|CALZADO NIÑOS|olympikus|Zapatos Galium |CALZADO NIÑOS:olympikus
471|CALZADO|CALZADO NIÑOS|Timberland|Zapatillas Donald|CALZADO NIÑOS:Timberland
472|CALZADO|CALZADO NIÑOS|olympikus|Zapatillas deportivas Kids|CALZADO NIÑOS:olympikus
473|CALZADO|CALZADO NIÑOS|Hush Puppies|Zapatillas Zion Blancas|CALZADO NIÑOS:Hush Puppies
474|CALZADO|CALZADO NIÑOS|olympikus|Zapatos Forever Life|CALZADO NIÑOS:olympikus
475|ROPA PARA BEBES|NIÑAS|Zarella|Shorts de franela|NIÑAS:Zarella
476|ROPA PARA BEBES|NIÑAS|Zarella|Blusa candy colored |NIÑAS:Zarella
477|ROPA PARA BEBES|NIÑAS|Ralph Lauren|Sobretodo polar Ralph Lauren|NIÑAS:Ralph Lauren
478|ROPA PARA BEBES|NIÑAS|Kid's Solid|Pijama Kids' Solid Polartec |NIÑAS:Kid's Solid
479|ROPA PARA BEBES|NIÑAS|Ophelia|Pijama Azul Ophelia |NIÑAS:Ophelia
480|ROPA PARA BEBES|NIÑAS|Ophelia|Camisa Verde Pastel Ophelia |NIÑAS:Ophelia
481|ROPA PARA BEBES|NIÑAS|Ophelia|Camisa Poliester Ophelia  |NIÑAS:Ophelia
482|ROPA PARA BEBES|NIÑAS|Ophelia|Blusa Blanca Ophelia |NIÑAS:Ophelia
483|ROPA PARA BEBES|NIÑAS|Ophelia|Pantalón Acuje Ophelia |NIÑAS:Ophelia
484|ROPA PARA BEBES|NIÑOS|Kid's Solid|Calcetines triple roll|NIÑOS:Kid's Solid
485|ROPA PARA BEBES|NIÑOS|Osh Kosh B Gosh|Casaca Baby Bear |NIÑOS:Osh Kosh B Gosh
486|ROPA PARA BEBES|NIÑOS|Zarella|Bodysuit de lino|NIÑOS:Zarella
487|ROPA PARA BEBES|NIÑOS|Osh Kosh B Gosh|Pantaloncitos Jean 5 pocket |NIÑOS:Osh Kosh B Gosh
488|ROPA PARA BEBES|NIÑOS|Old Navy|Overall Corduroy Navy Blue   |NIÑOS:Old Navy
489|ROPA PARA BEBES|ACCESORIOS |Zarella|Juego de botas y gorro|ACCESORIOS :Zarella
490|ROPA PARA BEBES|ACCESORIOS |Zarella|Guantes de lana|ACCESORIOS :Zarella
491|ROPA PARA BEBES|ACCESORIOS |Kid's Solid|Gorros de algodón |ACCESORIOS :Kid's Solid
492|ROPA PARA BEBES|ACCESORIOS |Fabella|Sabanas termicas|ACCESORIOS :Fabella
493|ROPA PARA BEBES|ACCESORIOS |Toys R Us|Juguetes para bañera|ACCESORIOS :Toys R Us
494|ESCOLAR|UNIFORMES|Polystel|Pantalón + Camisa Poliester|UNIFORMES:Polystel
495|ESCOLAR|UNIFORMES|Polystel|Falda + Blusa Poliester|UNIFORMES:Polystel
496|ESCOLAR|UNIFORMES|Polystel|Pantalón + Camisa Algodón|UNIFORMES:Polystel
497|ESCOLAR|UNIFORMES|Polystel|Pack 2 Camisas Poliester|UNIFORMES:Polystel
498|ESCOLAR|UNIFORMES|Polystel|Pack 2 Pantalones Poliester|UNIFORMES:Polystel
499|ESCOLAR|UNIFORMES|Polystel|Pack 2 Camisas Poliester|UNIFORMES:Polystel
500|ESCOLAR|UNIFORMES|Polystel|Pack 2 Camisas 100% Algodón|UNIFORMES:Polystel
501|ESCOLAR|UNIFORMES|Polystel|Pack 2 Pantalones 100% Algodón|UNIFORMES:Polystel
502|ESCOLAR|UNIFORMES|Polystel|Pantalón +  2 Camisas Poliester|UNIFORMES:Polystel
503|ESCOLAR|UNIFORMES|Polystel|Falda + Blusa Algodón|UNIFORMES:Polystel
504|ESCOLAR|UTILES|Arcoiris|Cuaderno 100 hojas rayado|UTILES:Arcoiris
505|ESCOLAR|UTILES|Arcoiris|Cuaderno 100 hojas triple raya|UTILES:Arcoiris
506|ESCOLAR|UTILES|Arcoiris|Cuaderno 100 hojas cuadriculado|UTILES:Arcoiris
507|ESCOLAR|UTILES|Arcoiris|Cuaderno empastado 100 hojas rayado|UTILES:Arcoiris
508|ESCOLAR|UTILES|Arcoiris|Cuaderno empastado 100 hojas cuadriculado|UTILES:Arcoiris
509|ESCOLAR|UTILES|Loro|Cartuchera Power Rangers|UTILES:Loro
510|ESCOLAR|UTILES|Loro|Mochila Los Increibles |UTILES:Loro
511|ESCOLAR|UTILES|Loro|Tajador de metal |UTILES:Loro
512|ESCOLAR|UTILES|Loro|Pack 3 lapiceros azules|UTILES:Loro
513|ESCOLAR|UTILES|Loro|Resaltador Verde Fosforecente|UTILES:Loro
